,type,title,date_added,release_year,rating,listed_in,streaming_platform,duration_season
6161,TV Show,Q-Force,"September 2, 2021",2021,TV-MA,"Crime TV Shows, TV Action & Adventure, TV Comedies",Netflix,1
6162,TV Show,Brave Animated Series,"September 1, 2021",2021,TV-MA,"International TV Shows, TV Action & Adventure, TV Comedies",Netflix,1
6163,TV Show,How to Be a Cowboy,"September 1, 2021",2021,TV-PG,Reality TV,Netflix,1
6164,TV Show,HQ Barbers,"September 1, 2021",2020,TV-14,TV Shows,Netflix,1
6165,TV Show,Oldsters,"September 1, 2021",2019,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Netflix,1
6166,TV Show,Turning Point: 9/11 and the War on Terror,"September 1, 2021",2021,TV-14,Docuseries,Netflix,1
6167,TV Show,Sparking Joy,"August 31, 2021",2021,TV-PG,Reality TV,Netflix,1
6168,TV Show,Hometown Cha-Cha-Cha,"August 29, 2021",2021,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
6169,TV Show,The Ingenuity of the Househusband,"August 29, 2021",2021,TV-G,"International TV Shows, TV Comedies",Netflix,1
6170,TV Show,D.P.,"August 27, 2021",2021,TV-MA,"International TV Shows, TV Dramas",Netflix,1
6171,TV Show,Deadly Sins,"August 27, 2021",2002,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",Netflix,1
6172,TV Show,I Heart Arlo,"August 27, 2021",2021,TV-Y7,"Kids' TV, TV Comedies",Netflix,1
6173,TV Show,King of Boys: The Return of the King,"August 27, 2021",2021,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,1
6174,TV Show,Titletown High,"August 27, 2021",2021,TV-14,"Reality TV, Teen TV Shows",Netflix,1
6175,TV Show,EDENS ZERO,"August 26, 2021",2021,TV-14,"Anime Series, International TV Shows",Netflix,1
6176,TV Show,Clickbait,"August 25, 2021",2021,TV-MA,"Crime TV Shows, TV Dramas, TV Mysteries",Netflix,1
6177,TV Show,John of God: The Crimes of a Spiritual Healer,"August 25, 2021",2021,TV-MA,"Crime TV Shows, Docuseries, International TV Shows",Netflix,1
6178,TV Show,Motel Makeover,"August 25, 2021",2021,TV-14,"International TV Shows, Reality TV",Netflix,1
6179,TV Show,Open Your Eyes,"August 25, 2021",2021,TV-MA,"International TV Shows, TV Dramas, TV Mysteries",Netflix,1
6180,TV Show,Post Mortem: No One Dies in Skarnes,"August 25, 2021",2021,TV-MA,"International TV Shows, TV Comedies, TV Dramas",Netflix,1
6181,TV Show,Oggy Oggy,"August 24, 2021",2021,TV-Y,"Kids' TV, TV Comedies",Netflix,1
6182,TV Show,Comedy Premium League,"August 20, 2021",2021,TV-MA,"International TV Shows, TV Comedies",Netflix,1
6183,TV Show,Everything Will Be Fine,"August 20, 2021",2021,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Comedies",Netflix,1
6184,TV Show,Korean Cold Noodle Rhapsody,"August 20, 2021",2021,TV-PG,"Docuseries, International TV Shows",Netflix,1
6185,TV Show,The Chair,"August 20, 2021",2021,TV-MA,"TV Comedies, TV Dramas",Netflix,1
6186,TV Show,The Defeated,"August 18, 2021",2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,1
6187,TV Show,Rascal Does Not Dream of Bunny Girl Senpai,"August 15, 2021",2018,TV-14,"Anime Series, International TV Shows, Romantic TV Shows",Netflix,1
6188,TV Show,The Creative Indians,"August 15, 2021",2020,TV-MA,"Docuseries, International TV Shows",Netflix,1
6189,TV Show,Brand New Cherry Flavor,"August 13, 2021",2021,TV-MA,"TV Dramas, TV Horror, TV Mysteries",Netflix,1
6190,TV Show,Gone for Good,"August 13, 2021",2021,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,1
6191,TV Show,The Kingdom,"August 13, 2021",2021,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Netflix,1
6192,TV Show,AlRawabi School for Girls,"August 12, 2021",2021,TV-14,"International TV Shows, TV Dramas, Teen TV Shows",Netflix,1
6193,TV Show,Bake Squad,"August 11, 2021",2021,TV-PG,Reality TV,Netflix,1
6194,TV Show,I Need Romance,"August 10, 2021",2021,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
6195,TV Show,Las muñecas de la mafia,"August 10, 2021",2018,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Netflix,1
6196,TV Show,The Crowned Clown,"August 10, 2021",2019,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,1
6197,TV Show,SHAMAN KING,"August 9, 2021",2021,TV-14,"Anime Series, International TV Shows",Netflix,1
6198,TV Show,Hit & Run,"August 6, 2021",2021,TV-MA,"TV Action & Adventure, TV Dramas, TV Mysteries",Netflix,1
6199,TV Show,Navarasa,"August 6, 2021",2021,TV-MA,TV Shows,Netflix,1
6200,TV Show,Cocaine Cowboys: The Kings of Miami,"August 4, 2021",2021,TV-MA,"Crime TV Shows, Docuseries",Netflix,1
6201,TV Show,Cooking With Paris,"August 4, 2021",2021,TV-MA,Reality TV,Netflix,1
6202,TV Show,Autumn's Concerto,"August 3, 2021",2009,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,1
6203,TV Show,Office Girls,"August 3, 2021",2011,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
6204,TV Show,The Prince Who Turns into a Frog,"August 3, 2021",2005,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
6205,TV Show,Top Secret UFO Projects: Declassified,"August 3, 2021",2021,TV-PG,Docuseries,Netflix,1
6206,TV Show,Two Fathers,"August 3, 2021",2013,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
6207,TV Show,You're My Destiny,"August 3, 2021",2008,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
6208,TV Show,Darwin’s Game,"August 1, 2021",2020,TV-MA,"Anime Series, International TV Shows, TV Thrillers",Netflix,1
6209,TV Show,Centaurworld,"July 30, 2021",2021,TV-Y7,"Kids' TV, TV Comedies",Netflix,1
6210,TV Show,Khawatir,"July 30, 2021",2009,TV-14,"International TV Shows, Reality TV",Netflix,1
6211,TV Show,Myth & Mogul: John DeLorean,"July 30, 2021",2021,TV-14,"British TV Shows, Crime TV Shows, Docuseries",Netflix,1
6212,TV Show,Transformers: War for Cybertron: Kingdom,"July 29, 2021",2021,TV-Y7,Anime Series,Netflix,1
6213,TV Show,Tattoo Redo,"July 28, 2021",2021,TV-MA,Reality TV,Netflix,1
6214,TV Show,The Snitch Cartel: Origins,"July 28, 2021",2021,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Netflix,1
6215,TV Show,Plastic Cup Boyz: Laughing My Mask Off!,"July 27, 2021",2021,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",Netflix,1
6216,TV Show,Feels Like Ishq,"July 23, 2021",2021,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
6217,TV Show,Masters of the Universe: Revelation,"July 23, 2021",2021,TV-PG,"TV Action & Adventure, TV Sci-Fi & Fantasy",Netflix,1
6218,TV Show,Revelations: The Masters of the Universe: Revelation Aftershow,"July 23, 2021",2021,TV-PG,"Anime Series, Stand-Up Comedy & Talk Shows",Netflix,1
6219,TV Show,Sexy Beasts,"July 21, 2021",2021,TV-14,"British TV Shows, International TV Shows, Reality TV",Netflix,1
6220,TV Show,Too Hot to Handle: Brazil,"July 21, 2021",2021,TV-MA,"International TV Shows, Reality TV, Romantic TV Shows",Netflix,1
6221,TV Show,Okupas,"July 20, 2021",2020,TV-MA,"Classic & Cult TV, Crime TV Shows, International TV Shows",Netflix,1
6222,TV Show,Touch Your Heart,"July 20, 2021",2019,TV-MA,"Crime TV Shows, International TV Shows, Romantic TV Shows",Netflix,1
6223,TV Show,Johnny Test,"July 16, 2021",2021,TV-Y7,"Kids' TV, TV Comedies",Netflix,1
6224,TV Show,Naomi Osaka,"July 16, 2021",2021,TV-14,Docuseries,Netflix,1
6225,TV Show,Her Private Life,"July 15, 2021",2019,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
6226,TV Show,Heist,"July 14, 2021",2021,TV-MA,"Crime TV Shows, Docuseries",Netflix,1
6227,TV Show,My Unorthodox Life,"July 14, 2021",2021,TV-MA,Reality TV,Netflix,1
6228,TV Show,Ridley Jones,"July 13, 2021",2021,TV-Y,Kids' TV,Netflix,1
6229,TV Show,How to Become a Tyrant,"July 9, 2021",2021,TV-MA,Docuseries,Netflix,1
6230,TV Show,The Cook of Castamar,"July 9, 2021",2021,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Netflix,1
6231,TV Show,Elize Matsunaga: Once Upon a Crime,"July 8, 2021",2021,TV-MA,"Crime TV Shows, Docuseries, International TV Shows",Netflix,1
6232,TV Show,RESIDENT EVIL: Infinite Darkness,"July 8, 2021",2021,TV-MA,"Anime Series, TV Horror, TV Thrillers",Netflix,1
6233,TV Show,Cat People,"July 7, 2021",2021,TV-14,Docuseries,Netflix,1
6234,TV Show,The War Next-door,"July 7, 2021",2021,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Comedies",Netflix,1
6235,TV Show,You Are My Spring,"July 6, 2021",2021,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,1
6236,TV Show,We the People,"July 4, 2021",2021,TV-Y7,Kids' TV,Netflix,1
6237,TV Show,Big Timber,"July 2, 2021",2020,TV-14,"International TV Shows, Reality TV",Netflix,1
6238,TV Show,Bureau of Magical Things,"July 1, 2021",2020,TV-G,"International TV Shows, Kids' TV, TV Mysteries",Netflix,1
6239,TV Show,Generation 56k,"July 1, 2021",2021,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
6240,TV Show,Masameer County,"July 1, 2021",2021,TV-MA,"International TV Shows, TV Comedies",Netflix,1
6241,TV Show,Quarantine Tales,"July 1, 2021",2020,TV-MA,"International TV Shows, TV Comedies, TV Dramas",Netflix,1
6242,TV Show,Rainbow Rangers,"July 1, 2021",2018,TV-Y,Kids' TV,Netflix,1
6243,TV Show,Young Royals,"July 1, 2021",2021,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,1
6244,TV Show,Droppin' Cash: Los Angeles,"June 30, 2021",2019,TV-MA,Reality TV,Netflix,1
6245,TV Show,Legend of Exorcism,"June 30, 2021",2020,TV-14,"Anime Series, Crime TV Shows, International TV Shows",Netflix,1
6246,TV Show,Somos.,"June 30, 2021",2021,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Netflix,1
6247,TV Show,Sophie: A Murder in West Cork,"June 30, 2021",2021,TV-MA,"British TV Shows, Crime TV Shows, Docuseries",Netflix,1
6248,TV Show,The Daily Life of the Immortal King,"June 30, 2021",2020,TV-14,"Anime Series, International TV Shows, Teen TV Shows",Netflix,1
6249,TV Show,Ray,"June 25, 2021",2021,TV-MA,"International TV Shows, TV Dramas, TV Mysteries",Netflix,1
6250,TV Show,Sex/Life,"June 25, 2021",2021,TV-MA,"Romantic TV Shows, TV Dramas",Netflix,1
6251,TV Show,Godzilla Singular Point,"June 24, 2021",2021,TV-14,"Anime Series, International TV Shows",Netflix,1
6252,TV Show,Jiva!,"June 24, 2021",2021,TV-MA,"International TV Shows, TV Dramas",Netflix,1
6253,TV Show,The Parisian Agency: Exclusive Properties,"June 23, 2021",2021,TV-G,"International TV Shows, Reality TV",Netflix,1
6254,TV Show,This Is Pop,"June 22, 2021",2021,TV-MA,"Docuseries, International TV Shows",Netflix,1
6255,TV Show,"Nevertheless,","June 20, 2021",2021,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,1
6256,TV Show,Bangkok Love Stories: Innocence,"June 19, 2021",2018,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,1
6257,TV Show,Champions,"June 19, 2021",2018,TV-14,TV Comedies,Netflix,1
6258,TV Show,Charité at War,"June 19, 2021",2019,TV-MA,"International TV Shows, TV Dramas",Netflix,1
6259,TV Show,Gameboys Level-Up Edition,"June 19, 2021",2020,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
6260,TV Show,No Time for Shame,"June 19, 2021",2019,TV-MA,"International TV Shows, Reality TV, Spanish-Language TV Shows",Netflix,1
6261,TV Show,REA(L)OVE,"June 19, 2021",2018,TV-MA,"International TV Shows, Reality TV, Romantic TV Shows",Netflix,1
6262,TV Show,The Assassination of Gianni Versace,"June 19, 2021",2018,TV-MA,"Crime TV Shows, TV Dramas, TV Thrillers",Netflix,1
6263,TV Show,The Judgement,"June 19, 2021",2018,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,1
6264,TV Show,The Last Dance,"June 19, 2021",2020,TV-MA,Docuseries,Netflix,1
6265,TV Show,They've Gotta Have Us,"June 19, 2021",2018,TV-MA,"British TV Shows, Docuseries",Netflix,1
6266,TV Show,Why Are You Like This,"June 19, 2021",2021,TV-MA,"International TV Shows, TV Comedies",Netflix,1
6267,TV Show,So Not Worth It,"June 18, 2021",2021,TV-14,"International TV Shows, TV Comedies",Netflix,1
6268,TV Show,The Rational Life,"June 18, 2021",2021,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,1
6269,TV Show,Elite Short Stories: Carla Samuel,"June 17, 2021",2021,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Netflix,1
6270,TV Show,Katla,"June 17, 2021",2021,TV-MA,"International TV Shows, TV Dramas, TV Mysteries",Netflix,1
6271,TV Show,Record of Ragnarok,"June 17, 2021",2021,TV-MA,"Anime Series, International TV Shows",Netflix,1
6272,TV Show,Elite Short Stories: Omar Ander Alexis,"June 16, 2021",2021,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",Netflix,1
6273,TV Show,Let's Eat,"June 16, 2021",2021,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
6274,TV Show,Penguin Town,"June 16, 2021",2021,TV-PG,"Docuseries, Science & Nature TV",Netflix,1
6275,TV Show,Avengers Climate Conundrum,"June 15, 2021",2020,TV-Y7,"Kids' TV, TV Comedies",Netflix,1
6276,TV Show,Beyond Evil,"June 15, 2021",2021,TV-MA,"Crime TV Shows, International TV Shows, TV Thrillers",Netflix,1
6277,TV Show,Elite Short Stories: Nadia Guzmán,"June 15, 2021",2021,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Netflix,1
6278,TV Show,Power Rangers Dino Fury,"June 15, 2021",2021,TV-G,Kids' TV,Netflix,1
6279,TV Show,The American Bible Challenge,"June 15, 2021",2014,TV-G,Reality TV,Netflix,1
6280,TV Show,Elite Short Stories: Guzmán Caye Rebe,"June 14, 2021",2021,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",Netflix,1
6281,TV Show,Metallica: Some Kind of Monster,"June 13, 2021",2014,TV-MA,TV Shows,Netflix,1
6282,TV Show,Trese,"June 11, 2021",2021,TV-MA,"Anime Series, Crime TV Shows, TV Horror",Netflix,1
6283,TV Show,Locombianos,"June 10, 2021",2021,TV-MA,"International TV Shows, Spanish-Language TV Shows, Stand-Up Comedy & Talk Shows",Netflix,1
6284,TV Show,"Fresh, Fried & Crispy","June 9, 2021",2021,TV-PG,Reality TV,Netflix,1
6285,TV Show,"Newly Rich, Newly Poor","June 6, 2021",2007,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Netflix,1
6286,TV Show,Human: The World Within,"June 4, 2021",2021,TV-PG,"Docuseries, Science & Nature TV",Netflix,1
6287,TV Show,Sweet Tooth,"June 4, 2021",2021,TV-14,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",Netflix,1
6288,TV Show,Creator's File: GOLD,"June 3, 2021",2021,TV-14,"International TV Shows, TV Comedies",Netflix,1
6289,TV Show,Pretty Guardian Sailor Moon Eternal The Movie,"June 3, 2021",2021,TV-14,TV Shows,Netflix,1
6290,TV Show,Attack on Titan,"June 2, 2021",2013,TV-MA,"Anime Series, International TV Shows",Netflix,1
6291,TV Show,Ouran High School Host Club,"June 2, 2021",2006,TV-PG,"Anime Series, Romantic TV Shows, Teen TV Shows",Netflix,1
6292,TV Show,Racket Boys,"June 2, 2021",2021,TV-14,"International TV Shows, TV Comedies, TV Dramas",Netflix,1
6293,TV Show,The Adventures of Sonic the Hedgehog,"June 2, 2021",1993,TV-Y7,Kids' TV,Netflix,1
6294,TV Show,Word of Honor,"May 28, 2021",2021,TV-14,"International TV Shows, TV Action & Adventure, TV Dramas",Netflix,1
6295,TV Show,Black Space,"May 27, 2021",2021,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,1
6296,TV Show,Eden,"May 27, 2021",2021,TV-PG,"Anime Series, International TV Shows",Netflix,1
6297,TV Show,High on the Hog: How African American Cuisine Transformed America,"May 26, 2021",2021,TV-14,Docuseries,Netflix,1
6298,TV Show,Mad for Each Other,"May 24, 2021",2021,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
6299,TV Show,The Magic School Bus,"May 19, 2021",1997,TV-Y,Kids' TV,Netflix,1
6300,TV Show,Booba: Food Puzzle,"May 15, 2021",2021,TV-Y,Kids' TV,Netflix,1
6301,TV Show,Alma Matters,"May 14, 2021",2021,TV-MA,"Docuseries, International TV Shows",Netflix,1
6302,TV Show,Halston,"May 14, 2021",2021,TV-MA,TV Dramas,Netflix,1
6303,TV Show,Move to Heaven,"May 14, 2021",2021,TV-MA,"International TV Shows, TV Dramas",Netflix,1
6304,TV Show,The Mystic River,"May 14, 2021",2020,TV-14,"International TV Shows, TV Horror, TV Sci-Fi & Fantasy",Netflix,1
6305,TV Show,The Upshaws,"May 12, 2021",2021,TV-14,TV Comedies,Netflix,1
6306,TV Show,Use For My Talent,"May 12, 2021",2021,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
6307,TV Show,"Money, Explained","May 11, 2021",2021,TV-14,Docuseries,Netflix,1
6308,TV Show,Mine,"May 9, 2021",2021,TV-14,"International TV Shows, TV Dramas",Netflix,1
6309,TV Show,Jupiter's Legacy,"May 7, 2021",2021,TV-MA,"TV Action & Adventure, TV Sci-Fi & Fantasy",Netflix,1
6310,TV Show,Lava Ka Dhaava,"May 5, 2021",2021,TV-PG,Reality TV,Netflix,1
6311,TV Show,The Sons of Sam: A Descent into Darkness,"May 5, 2021",2021,TV-MA,"Crime TV Shows, Docuseries",Netflix,1
6312,TV Show,Miniforce: Super Dino Power,"May 1, 2021",2020,TV-Y7,Kids' TV,Netflix,1
6313,TV Show,Pet Stars,"April 30, 2021",2021,TV-PG,Reality TV,Netflix,1
6314,TV Show,The Innocent,"April 30, 2021",2021,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Netflix,1
6315,TV Show,Yasuke,"April 29, 2021",2021,TV-MA,"Anime Series, International TV Shows",Netflix,1
6316,TV Show,Headspace Guide to Sleep,"April 28, 2021",2021,TV-G,"Docuseries, Science & Nature TV",Netflix,1
6317,TV Show,Sexify,"April 28, 2021",2021,TV-MA,"International TV Shows, TV Comedies, TV Dramas",Netflix,1
6318,TV Show,Fatma,"April 27, 2021",2021,TV-MA,"International TV Shows, TV Dramas, TV Thrillers",Netflix,1
6319,TV Show,Let's Fight Ghost,"April 23, 2021",2021,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
6320,TV Show,Shadow and Bone,"April 23, 2021",2021,TV-14,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",Netflix,1
6321,TV Show,Life in Color with David Attenborough,"April 22, 2021",2021,TV-PG,"British TV Shows, Docuseries, International TV Shows",Netflix,1
6322,TV Show,Zero,"April 21, 2021",2021,TV-MA,"International TV Shows, TV Comedies, TV Dramas",Netflix,1
6323,TV Show,Bakugan: Geogan Rising,"April 16, 2021",2021,TV-Y7,"Anime Series, Kids' TV",Netflix,1
6324,TV Show,Love Naggers,"April 16, 2021",2021,TV-14,"International TV Shows, Stand-Up Comedy & Talk Shows",Netflix,1
6325,TV Show,Dancing Angels,"April 15, 2021",2016,TV-PG,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
6326,TV Show,Durarara!!,"April 15, 2021",2016,TV-MA,"Anime Series, Crime TV Shows, International TV Shows",Netflix,1
6327,TV Show,Garth Brooks: The Road I’m On,"April 15, 2021",2019,TV-PG,Docuseries,Netflix,1
6328,TV Show,High-Rise Invasion,"April 15, 2021",2021,TV-MA,"Anime Series, International TV Shows, TV Thrillers",Netflix,1
6329,TV Show,Next in Fashion,"April 15, 2021",2020,TV-14,Reality TV,Netflix,1
6330,TV Show,Peasants Rebellion,"April 15, 2021",2018,TV-14,"International TV Shows, TV Dramas",Netflix,1
6331,TV Show,Ricky Zoom,"April 15, 2021",2019,TV-Y,"British TV Shows, Kids' TV",Netflix,1
6332,TV Show,Ajaibnya Cinta,"April 14, 2021",2015,TV-PG,"International TV Shows, TV Dramas",Netflix,1
6333,TV Show,Dad Stop Embarrassing Me!,"April 14, 2021",2021,TV-14,TV Comedies,Netflix,1
6334,TV Show,Fate: The Winx Saga,"April 14, 2021",2021,TV-MA,"British TV Shows, International TV Shows, TV Dramas",Netflix,1
6335,TV Show,Indian Matchmaking,"April 14, 2021",2020,TV-14,"Reality TV, Romantic TV Shows",Netflix,1
6336,TV Show,Jeffrey Epstein: Filthy Rich,"April 14, 2021",2020,TV-MA,"Crime TV Shows, Docuseries",Netflix,1
6337,TV Show,Law School,"April 14, 2021",2021,TV-14,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,1
6338,TV Show,Living with Yourself,"April 14, 2021",2019,TV-MA,"TV Comedies, TV Dramas",Netflix,1
6339,TV Show,Signal,"April 14, 2021",2016,TV-MA,"Crime TV Shows, International TV Shows, Korean TV Shows",Netflix,1
6340,TV Show,The Underclass,"April 14, 2021",2020,TV-MA,"International TV Shows, TV Dramas, Teen TV Shows",Netflix,1
6341,TV Show,Unnatural Selection,"April 14, 2021",2019,TV-MA,"Docuseries, Science & Nature TV",Netflix,1
6342,TV Show,My Love: Six Stories of True Love,"April 13, 2021",2021,TV-PG,Docuseries,Netflix,1
6343,TV Show,The Baker and the Beauty,"April 13, 2021",2020,TV-PG,"Romantic TV Shows, TV Comedies, TV Dramas",Netflix,1
6344,TV Show,Don't be the First one,"April 11, 2021",2021,TV-14,"International TV Shows, Reality TV",Netflix,1
6345,TV Show,Heaven Official's Blessing,"April 9, 2021",2020,TV-14,"Anime Series, International TV Shows, Romantic TV Shows",Netflix,1
6346,TV Show,The Way of the Househusband,"April 8, 2021",2021,TV-MA,"Anime Series, International TV Shows",Netflix,1
6347,TV Show,The Wedding Coach,"April 7, 2021",2021,TV-MA,"Reality TV, Romantic TV Shows",Netflix,1
6348,TV Show,This Is a Robbery: The World's Biggest Art Heist,"April 7, 2021",2021,TV-MA,"Crime TV Shows, Docuseries, TV Mysteries",Netflix,1
6349,TV Show,Glimpses of a Future,"April 1, 2021",2020,TV-PG,"Docuseries, International TV Shows",Netflix,1
6350,TV Show,Worn Stories,"April 1, 2021",2021,TV-MA,"Docuseries, Reality TV",Netflix,1
6351,TV Show,Haunted: Latin America,"March 31, 2021",2021,TV-14,"International TV Shows, Reality TV, Spanish-Language TV Shows",Netflix,1
6352,TV Show,Yu-Gi-Oh!,"March 31, 2021",2005,TV-Y7,"Anime Series, Kids' TV",Netflix,1
6353,TV Show,Rainbow High,"March 30, 2021",2020,TV-Y,Kids' TV,Netflix,1
6354,TV Show,Magic for Humans Spain,"March 26, 2021",2021,TV-MA,"International TV Shows, Reality TV, Spanish-Language TV Shows",Netflix,1
6355,TV Show,The Irregulars,"March 26, 2021",2021,TV-14,"British TV Shows, Crime TV Shows, International TV Shows",Netflix,1
